7687,178.98045,0.74834,0.208250001
8050,180.41737,0.70139,0.245470002
14488,211.83498,0.8244,0.239649996
22992,179.95726,1.07946,0.200420007
23943,183.60452,1.17173,0.245230004
28653,211.76466,1.05577,0.233410001
30502,175.67676,-1.18214,0.224150002
31644,180.6666,-1.19221,0.249760002
32021,182.97487,-1.17654,0.203769997
32739,185.93707,-1.2368,0.209710002
39103,175.21745,-0.79113,0.228510007
40489,181.60184,-0.64939,0.202380002
48659,218.0691,-0.67143,0.221450001
48728,218.34688,-0.79449,0.228619993
48884,218.91437,-0.73344,0.244049996
48971,219.21217,-0.70028,0.215069994
49647,221.88794,-0.69985,0.210470006
54424,178.05277,-0.23536,0.226190001
54612,178.82434,-0.33237,0.22631
55109,180.52795,-0.24153,0.248960003
55255,181.17531,-0.32599,0.203030005
64123,218.26288,-0.20995,0.219659999
64374,219.05687,-0.26934,0.218700007
64556,219.51537,-0.32184,0.246979997
69538,175.36492,0.10957,0.234929994
70218,179.19581,0.03422,0.226390004
70948,182.36617,0.02361,0.203979999
78354,216.6377,0.15899,0.229310006
78360,216.58416,0.10324,0.228169993
78920,219.13421,0.08888,0.210140005
79838,223.31274,0.03364,0.217759997
84553,178.59452,0.53093,0.229259998
86218,185.79446,0.601,0.237430006
92502,216.59661,0.54755,0.203659996
92998,218.48836,0.58634,0.222259998
98412,177.9729,0.94132,0.231749997
98447,178.22314,0.89436,0.22789
98953,180.48399,0.96371,0.24267
99041,180.79233,0.92807,0.241940007
99540,183.27165,0.89317,0.239739999
105773,213.31098,0.91774,0.233520001
107763,222.40754,0.84279,0.211630002
107766,222.4459,0.90296,0.212119997
144469,180.15495,-1.3571,0.207259998
144571,180.67665,-1.39607,0.248030007
145517,185.00068,-1.3304,0.237869993
185955,182.54917,-1.47624,0.200910002
197259,134.51258,-0.68289,0.244980007
197865,137.44081,-0.75058,0.226339996
197922,137.79267,-0.73963,0.247329995
203249,133.27321,-0.31438,0.202500001
204128,136.66129,-0.39343,0.219699994
204401,137.9452,-0.24599,0.246179998
209621,134.178,0.03419,0.211150005
214467,130.40978,0.43629,0.20623
214484,130.42654,0.47727,0.209779993
215365,133.74019,0.59327,0.207929999
216317,137.72109,0.58059,0.220269993
216639,139.07484,0.46958,0.221819997
228795,218.84416,1.10491,0.222399995
300571,130.09577,1.05398,0.210260004
301941,135.67746,1.21386,0.204040006
302813,139.49448,1.37373,0.211109996
322829,129.06334,1.59946,0.227929994
324501,136.21109,1.75605,0.232549995
325072,138.48288,1.78109,0.248989999
325081,138.53403,1.75897,0.248620003
325529,140.89445,1.89355,0.246350005
346676,134.60554,2.18086,0.20059
346789,135.0405,2.05284,0.215910003
347100,136.2918,2.15379,0.204799995
347169,136.64458,2.13204,0.245690003
365382,140.50256,2.65781,0.229509994
375607,129.99012,1.23381,0.208770007
375611,130.02978,1.25603,0.208800003
377847,139.16342,1.67175,0.246240005
381719,133.71825,1.82374,0.211970001
387037,135.07157,2.38987,0.21582
387173,135.5026,2.39328,0.201590002
418137,135.12785,2.49284,0.248590007
419109,138.69695,2.65725,0.210960001
419580,140.54656,2.78693,0.210910007
423241,134.50801,2.77151,0.201110005
423307,134.90764,2.88784,0.201399997
493771,222.36932,-1.27153,0.202329993
509069,219.61762,-1.45909,0.249229997
512314,218.45767,-1.07661,0.228119999
512391,218.68741,-1.13122,0.244479999
512682,219.66223,-1.03483,0.217580006
516855,129.57399,2.28247,0.20984
518046,134.80892,2.7024,0.230800003
535455,177.897,-0.94616,0.243919998
536490,182.64715,-1.00961,0.211119995
537535,185.56133,-0.90567,0.206709996
544616,216.27763,-1.03006,0.204960003
545123,218.37392,-0.8509,0.249080002
545150,218.56397,-0.96924,0.218810007
545154,218.57525,-0.98857,0.218869999
545251,218.76522,-1.00089,0.215890005
545453,219.60878,-1.00029,0.217309996
545490,219.68941,-0.90904,0.21661
545684,220.66162,-0.93279,0.217099994
549094,130.29921,-0.47105,0.215000004
549134,130.464,-0.56801,0.245649993
549181,130.67283,-0.57006,0.245959997
549749,132.80341,-0.47598,0.200279996
550776,137.36037,-0.53443,0.219530001
559731,178.08407,-0.508,0.244279996
559735,178.11564,-0.52678,0.242960006
560639,181.02367,-0.49821,0.248879999
561459,183.60016,-0.53509,0.247909993
561535,183.94858,-0.5182,0.204779997
574465,135.8409,-0.07054,0.205540001
584065,178.02609,-0.16636,0.235290006
584826,180.41612,-0.20725,0.249449998
593782,217.85252,-0.03051,0.220100001
593887,218.27396,-0.20174,0.217830002
594320,219.75525,-0.16771,0.209710002
594676,221.0494,-0.11395,0.240270004
600630,136.58096,0.26424,0.202089995
611784,185.84378,0.30474,0.239350006
617802,213.3058,0.30316,0.206780002
622192,131.77207,0.71856,0.20679
623320,138.31533,0.74567,0.225309998
3611368,135.59,-1.39701,0.23127
3905118,134.62042,-1.12144,0.222289994
3905119,134.62163,-1.11771,0.224859998
3907725,136.16592,-1.20498,0.225889996
